0.02423,10
-0.24899,10
-0.22058,10
1.7556,10
-0.12097,10
-0.30665,10
2.4903,10
0.73746,10
0.14168,10
0.097192,10
0.20845,10
-0.28322,10
-0.10227,10
-0.076322,10
0.16717,10
3.0458,10
0.48823,10
-0.12733,10
0.45907,10
0.14136,10
0.72598,10
1.8375,10
1.3562,10
0.0056255,20
-0.32342,20
-0.15023,20
2.7389,20
0.92929,20
0.18301,20
2.7079,20
0.14487,20
0.10432,20
-0.20328,20
0.22918,20
-0.067405,20
0.089062,20
-0.033594,20
-0.13218,20
0.97814,20
-0.21883,20
0.034256,20
1.5084,20
-0.16368,20
0.27423,20
0.58003,20
0.82532,20
4.0743,30
-0.30231,30
-0.26287,30
2.5798,30
0.011088,30
-0.20611,30
0.15297,30
0.6121,30
1.0678,30
0.48844,30
0.074248,30
0.83585,30
-0.092952,30
0.3225,30
1.1236,30
2.1245,30
-0.19869,30
0.21385,30
5.5112,30
-0.034066,30
-0.31444,30
1.0005,30
0.70667,30
2.6721,40
0.23973,40
-0.15871,40
2.5273,40
0.054291,40
0.030809,40
3.3916,40
0.16262,40
0.78366,40
1.0575,40
-0.053954,40
0.30191,40
-0.11967,40
0.32403,40
2.041,40
2.0293,40
1.3689,40
0.092413,40
1.4173,40
0.3107,40
-0.19616,40
1.7247,40
1.1577,40
0.92076,50
-0.061461,50
0.09404,50
2.4878,50
-0.011129,50
1.1531,50
1.5113,50
0.56823,50
0.82352,50
0.84873,50
0.7537,50
0.65035,50
0.3669,50
0.090142,50
0.98582,50
1.9546,50
0.14881,50
0.048325,50
6.6771,50
0.3388,50
0.5155,50
0.73265,50
2.9769,50
3.5167,60
-0.060225,60
-0.11813,60
1.0028,60
1.0216,60
0.29966,60
1.7709,60
0.63108,60
0.23809,60
2.4726,60
-0.13908,60
-0.23436,60
-0.089083,60
0.075434,60
0.90638,60
2.2633,60
0.46347,60
0.083543,60
9.6127,60
0.60617,60
0.80631,60
2.4757,60
3.339,60
4.8584,70
0.13137,70
-0.085014,70
3.613,70
0.77666,70
0.039387,70
2.4476,70
0.27715,70
0.78676,70
1.1363,70
0.21967,70
-0.14893,70
-0.18441,70
0.67327,70
1.9285,70
2.6107,70
0.95179,70
0.34875,70
7.9861,70
0.50758,70
0.043785,70
1.8235,70
3.9058,70
3.8052,80
-0.074702,80
-0.092292,80
4.0137,80
0.62663,80
0.075463,80
4.4741,80
0.41188,80
0.54119,80
1.6979,80
0.64785,80
-0.24912,80
-0.015998,80
0.77193,80
2.0099,80
3.7154,80
0.64374,80
0.38626,80
7.4367,80
0.65128,80
0.051632,80
3.475,80
3.6091,80
