-0.13256,10
-0.062054,10
-0.18913,10
0.9038,10
0.91732,10
0.090746,10
0.27218,10
0.32903,10
-0.1001,10
0.092336,10
4.7489,10
-0.17772,10
-0.11728,10
0.32078,10
-0.099409,10
0.69068,10
0.15571,10
0.27013,10
0.1006,10
-0.13771,10
0.66703,10
-0.072726,10
-0.0049076,10
0.165,20
0.16122,20
-0.015999,20
0.39164,20
0.39198,20
0.39397,20
-0.24426,20
-0.03199,20
-0.3129,20
-0.12215,20
-0.045792,20
0.26134,20
0.0078485,20
2.4151,20
-0.15533,20
1.0483,20
-0.17495,20
-0.10136,20
0.69892,20
-0.13896,20
-0.21414,20
0.1218,20
0.41247,20
0.068234,30
-0.26108,30
-0.13587,30
0.34018,30
-0.1553,30
0.38176,30
0.06109,30
-0.14106,30
-0.15779,30
0.81948,30
1.2509,30
0.57103,30
0.016687,30
3.3664,30
-0.1239,30
0.40312,30
-0.12453,30
0.1398,30
3.8905,30
-0.1866,30
-0.37883,30
0.036795,30
1.4645,30
0.11769,40
2.485,40
-0.18791,40
0.63104,40
-0.10776,40
0.16918,40
0.17332,40
-0.19955,40
-0.24669,40
0.28701,40
0.028511,40
-0.16808,40
0.4515,40
5.28,40
-0.20188,40
0.77991,40
-0.1789,40
-0.38013,40
0.65351,40
0.014343,40
0.54222,40
-0.071138,40
2.001,40
-0.10975,50
0.46842,50
-0.22339,50
0.23177,50
0.84676,50
0.050033,50
-0.0017831,50
0.069112,50
-0.026989,50
0.76382,50
1.3007,50
0.0024926,50
0.90439,50
6.2882,50
-0.087433,50
0.53842,50
0.27686,50
0.068522,50
2.8968,50
0.17393,50
-0.46143,50
-0.070393,50
4.4993,50
0.36588,60
1.4057,60
-0.13819,60
1.0736,60
0.36228,60
-0.033955,60
-0.060626,60
0.19285,60
-0.12109,60
1.4002,60
0.6746,60
0.71805,60
-0.21988,60
4.3382,60
-0.021465,60
0.58718,60
0.10894,60
0.43712,60
1.8772,60
0.40164,60
0.33503,60
0.21082,60
4.1155,60
0.36611,70
1.7335,70
-0.20355,70
0.9044,70
0.025013,70
0.28736,70
-0.026288,70
0.17352,70
0.032251,70
0.78884,70
0.72015,70
0.60379,70
0.43123,70
6.5981,70
-0.056861,70
0.96586,70
0.5738,70
-0.15286,70
1.9947,70
0.43381,70
0.019587,70
0.054612,70
5.4824,70
0.50726,80
2.1983,80
-0.14511,80
0.9109,80
-0.018972,80
0.2722,80
0.52244,80
0.36032,80
-0.05102,80
1.2624,80
2.2947,80
1.0245,80
0.41235,80
7.3356,80
0.011251,80
0.507,80
0.42649,80
0.011714,80
1.8023,80
0.52913,80
0.26276,80
0.1813,80
3.405,80
